survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,family_size,age_group,embarked_Q,embarked_S
1,1,1,0.9069945358066211,1,1,83.1583,First,woman,False,E,Cherbourg,yes,False,0.6834771751800247,Adult,False,False
0,3,0,-0.6249459030467751,0,0,8.6625,Third,man,True,,Southampton,no,True,-0.620224788788043,Adult,False,True
1,1,0,-0.02919128793712103,0,0,29.7,First,man,True,C,Cherbourg,yes,True,-0.620224788788043,Adult,False,False
0,3,0,-0.7100537052052971,0,0,7.925,Third,man,True,,Southampton,no,True,-0.620224788788043,Adult,False,True
0,2,0,-1.0504849138393852,0,0,10.5,Second,man,True,,Southampton,no,True,-0.620224788788043,Teenager,False,True
1,1,1,0.141024316379923,0,0,31.0,First,woman,False,,Cherbourg,yes,True,-0.620224788788043,Adult,False,False
0,3,0,0.5240094260932721,0,0,6.4375,Third,man,True,,Cherbourg,no,True,-0.620224788788043,Adult,False,False
0,3,0,1.1623179422821872,0,0,7.55,Third,man,True,,Southampton,no,True,-0.620224788788043,Middle-Aged,False,True
0,3,0,0.5665633271725331,0,0,7.8958,Third,man,True,,Cherbourg,no,True,-0.620224788788043,Adult,False,False
0,2,0,-0.02919128793712103,0,1,33.0,Second,man,True,,Southampton,no,False,0.03162619319599083,Adult,False,True
1,1,1,-0.02919128793712103,1,0,89.1042,First,woman,False,C,Cherbourg,yes,False,0.03162619319599083,Adult,False,False
0,3,0,-2.0717785397416493,4,2,31.275,Third,child,False,,Southampton,no,False,3.2908811031161602,Child,False,True
0,3,1,-1.6462395289490392,1,1,15.2458,Third,child,False,,Cherbourg,no,False,0.6834771751800247,Child,False,False
1,1,1,-1.0504849138393852,0,1,39.4,First,woman,False,D,Southampton,yes,False,0.03162619319599083,Teenager,False,True
0,2,1,1.3325335465992312,1,0,26.0,Second,woman,False,,Southampton,no,False,0.03162619319599083,Middle-Aged,False,True
1,3,1,-0.8802693095223412,0,1,9.35,Third,woman,False,,Southampton,yes,False,0.03162619319599083,Teenager,False,True
1,1,1,1.4176413487577533,1,1,164.8667,First,woman,False,,Southampton,yes,False,0.6834771751800247,Middle-Aged,False,True
1,1,0,1.9282881617088852,0,0,26.55,First,man,True,E,Southampton,yes,True,-0.620224788788043,Middle-Aged,False,True
1,3,1,-0.3696224965712091,0,3,19.2583,Third,woman,False,,Cherbourg,yes,False,1.3353281571640587,Adult,False,False
0,3,0,1.0772101401236651,2,0,14.1083,Third,man,True,,Southampton,no,False,0.6834771751800247,Middle-Aged,False,True
0,2,0,-0.6249459030467751,1,0,11.5,Second,man,True,,Southampton,no,False,0.03162619319599083,Adult,False,True
1,1,1,1.6729647552333193,0,0,25.9292,First,woman,False,D,Southampton,yes,True,-0.620224788788043,Middle-Aged,False,True
0,2,0,-0.3696224965712091,0,0,13.0,Second,man,True,,Southampton,no,True,-0.620224788788043,Adult,False,True
1,2,1,1.1623179422821872,0,0,13.0,Second,woman,False,,Southampton,yes,True,-0.620224788788043,Middle-Aged,False,True
1,2,1,-0.11429909009564304,1,0,13.8583,Second,woman,False,,Cherbourg,yes,False,0.03162619319599083,Adult,False,False
0,1,0,0.226132118538445,0,0,50.4958,First,man,True,A,Southampton,no,True,-0.620224788788043,Adult,False,True
1,3,0,-2.0717785397416493,1,1,11.1333,Third,child,False,,Southampton,yes,False,0.6834771751800247,Child,False,True
1,1,1,1.5878569530747972,1,1,52.5542,First,woman,False,D,Southampton,yes,False,0.6834771751800247,Middle-Aged,False,True
0,1,0,0.396347722855489,0,0,5.0,First,man,True,B,Southampton,no,True,-0.620224788788043,Adult,False,True
0,3,0,1.5878569530747972,0,0,9.0,Third,man,True,,Southampton,no,True,-0.620224788788043,Middle-Aged,False,True
1,2,1,-0.02919128793712103,1,0,24.0,Second,woman,False,,Cherbourg,yes,False,0.03162619319599083,Adult,False,False
1,3,1,-1.1355927159979071,0,0,7.225,Third,child,False,,Cherbourg,yes,True,-0.620224788788043,Teenager,False,False
0,3,0,-0.7100537052052971,0,0,9.8458,Third,man,True,,Southampton,no,True,-0.620224788788043,Adult,False,True
1,1,1,2.353827172501495,0,1,83.1583,First,woman,False,C,Cherbourg,yes,False,0.03162619319599083,Middle-Aged,False,False
1,2,1,-0.28451469441268706,0,1,26.0,Second,woman,False,,Southampton,yes,False,0.03162619319599083,Adult,False,True
0,3,0,0.396347722855489,0,0,7.8958,Third,man,True,,Southampton,no,True,-0.620224788788043,Adult,False,True
0,3,1,-0.5398381008882531,0,0,10.5167,Third,woman,False,,Southampton,no,True,-0.620224788788043,Adult,False,True
0,2,0,-0.02919128793712103,0,0,10.5,Second,man,True,,Southampton,no,True,-0.620224788788043,Adult,False,True
0,3,1,0.9069945358066211,0,5,29.125,Third,woman,False,,Queenstown,no,False,2.6390301211321265,Adult,True,False
1,1,1,-0.7951615073638192,0,0,30.0,First,woman,False,B,Southampton,yes,True,-0.620224788788043,Adult,False,True
0,3,1,-0.02919128793712103,1,2,23.45,Third,woman,False,,Southampton,no,False,1.3353281571640587,Adult,False,True
1,1,0,-0.19940689225416505,0,0,30.0,First,man,True,C,Cherbourg,yes,True,-0.620224788788043,Adult,False,False
0,3,0,0.31123992069696704,0,0,7.75,Third,man,True,,Queenstown,no,True,-0.620224788788043,Adult,True,False
